contigName	contigLen	totalAvgDepth	ERR315856.bam	ERR315856.bam-var	ERR315857.bam	ERR315857.bam-var	ERR315858.bam	ERR315858.bam-var	ERR315859.bam	ERR315859.bam-var	ERR315860.bam	ERR315860.bam-var	ERR315861.bam	ERR315861.bam-var	ERR315862.bam	ERR315862.bam-var	ERR315863.bam	ERR315863.bam-var	ERR318618.bam	ERR318618.bam-var	ERR318619.bam	ERR318619.bam-var	ERR318620.bam	ERR318620.bam-var	ERR318621.bam	ERR318621.bam-var	ERR588857.bam	ERR588857.bam-var	ERR594288.bam	ERR594288.bam-var	ERR594315.bam	ERR594315.bam-var	ERR594316.bam	ERR594316.bam-var	ERR594317.bam	ERR594317.bam-var	ERR594329.bam	ERR594329.bam-var	ERR598942.bam	ERR598942.bam-var	ERR598943.bam	ERR598943.bam-var	ERR598944.bam	ERR598944.bam-var	ERR598945.bam	ERR598945.bam-var	ERR598946.bam	ERR598946.bam-var	ERR598947.bam	ERR598947.bam-var	ERR598948.bam	ERR598948.bam-var	ERR598949.bam	ERR598949.bam-var	ERR598950.bam	ERR598950.bam-var	ERR598951.bam	ERR598951.bam-var	ERR598952.bam	ERR598952.bam-var	ERR598953.bam	ERR598953.bam-var	ERR598954.bam	ERR598954.bam-var	ERR598955.bam	ERR598955.bam-var	ERR598956.bam	ERR598956.bam-var	ERR598957.bam	ERR598957.bam-var	ERR598958.bam	ERR598958.bam-var	ERR598959.bam	ERR598959.bam-var	ERR598960.bam	ERR598960.bam-var	ERR598961.bam	ERR598961.bam-var	ERR598962.bam	ERR598962.bam-var	ERR598963.bam	ERR598963.bam-var	ERR598964.bam	ERR598964.bam-var	ERR598965.bam	ERR598965.bam-var	ERR598966.bam	ERR598966.bam-var	ERR598967.bam	ERR598967.bam-var	ERR598968.bam	ERR598968.bam-var	ERR598969.bam	ERR598969.bam-var	ERR598970.bam	ERR598970.bam-var	ERR598971.bam	ERR598971.bam-var	ERR598972.bam	ERR598972.bam-var	ERR598973.bam	ERR598973.bam-var	ERR598974.bam	ERR598974.bam-var	ERR598975.bam	ERR598975.bam-var	ERR598976.bam	ERR598976.bam-var	ERR598977.bam	ERR598977.bam-var	ERR598978.bam	ERR598978.bam-var	ERR598979.bam	ERR598979.bam-var	ERR598980.bam	ERR598980.bam-var	ERR598981.bam	ERR598981.bam-var	ERR598982.bam	ERR598982.bam-var	ERR598983.bam	ERR598983.bam-var	ERR598984.bam	ERR598984.bam-var	ERR598985.bam	ERR598985.bam-var	ERR598986.bam	ERR598986.bam-var	ERR598987.bam	ERR598987.bam-var	ERR598988.bam	ERR598988.bam-var	ERR598989.bam	ERR598989.bam-var	ERR598990.bam	ERR598990.bam-var	ERR598991.bam	ERR598991.bam-var	ERR598992.bam	ERR598992.bam-var	ERR598993.bam	ERR598993.bam-var	ERR598994.bam	ERR598994.bam-var	ERR598995.bam	ERR598995.bam-var	ERR598996.bam	ERR598996.bam-var	ERR598997.bam	ERR598997.bam-var	ERR598998.bam	ERR598998.bam-var	ERR598999.bam	ERR598999.bam-var	ERR599000.bam	ERR599000.bam-var	ERR599001.bam	ERR599001.bam-var	ERR599002.bam	ERR599002.bam-var	ERR599003.bam	ERR599003.bam-var	ERR599004.bam	ERR599004.bam-var	ERR599005.bam	ERR599005.bam-var	ERR599006.bam	ERR599006.bam-var	ERR599007.bam	ERR599007.bam-var	ERR599008.bam	ERR599008.bam-var	ERR599009.bam	ERR599009.bam-var	ERR599010.bam	ERR599010.bam-var	ERR599011.bam	ERR599011.bam-var	ERR599012.bam	ERR599012.bam-var	ERR599013.bam	ERR599013.bam-var	ERR599014.bam	ERR599014.bam-var	ERR599015.bam	ERR599015.bam-var	ERR599016.bam	ERR599016.bam-var	ERR599017.bam	ERR599017.bam-var	ERR599018.bam	ERR599018.bam-var	ERR599019.bam	ERR599019.bam-var	ERR599020.bam	ERR599020.bam-var	ERR599021.bam	ERR599021.bam-var	ERR599022.bam	ERR599022.bam-var	ERR599023.bam	ERR599023.bam-var	ERR599024.bam	ERR599024.bam-var	ERR599025.bam	ERR599025.bam-var	ERR599026.bam	ERR599026.bam-var	ERR599027.bam	ERR599027.bam-var	ERR599028.bam	ERR599028.bam-var	ERR599029.bam	ERR599029.bam-var	ERR599030.bam	ERR599030.bam-var	ERR599031.bam	ERR599031.bam-var	ERR599032.bam	ERR599032.bam-var	ERR599033.bam	ERR599033.bam-var	ERR599034.bam	ERR599034.bam-var	ERR599035.bam	ERR599035.bam-var	ERR599036.bam	ERR599036.bam-var	ERR599037.bam	ERR599037.bam-var	ERR599038.bam	ERR599038.bam-var	ERR599039.bam	ERR599039.bam-var	ERR599040.bam	ERR599040.bam-var	ERR599041.bam	ERR599041.bam-var	ERR599042.bam	ERR599042.bam-var	ERR599043.bam	ERR599043.bam-var	ERR599044.bam	ERR599044.bam-var	ERR599045.bam	ERR599045.bam-var	ERR599046.bam	ERR599046.bam-var	ERR599047.bam	ERR599047.bam-var	ERR599048.bam	ERR599048.bam-var	ERR599049.bam	ERR599049.bam-var	ERR599050.bam	ERR599050.bam-var	ERR599051.bam	ERR599051.bam-var	ERR599052.bam	ERR599052.bam-var	ERR599053.bam	ERR599053.bam-var	ERR599054.bam	ERR599054.bam-var	ERR599055.bam	ERR599055.bam-var	ERR599056.bam	ERR599056.bam-var	ERR599057.bam	ERR599057.bam-var	ERR599058.bam	ERR599058.bam-var	ERR599059.bam	ERR599059.bam-var	ERR599060.bam	ERR599060.bam-var	ERR599061.bam	ERR599061.bam-var	ERR599062.bam	ERR599062.bam-var	ERR599063.bam	ERR599063.bam-var	ERR599064.bam	ERR599064.bam-var	ERR599065.bam	ERR599065.bam-var	ERR599066.bam	ERR599066.bam-var	ERR599067.bam	ERR599067.bam-var	ERR599068.bam	ERR599068.bam-var	ERR599069.bam	ERR599069.bam-var	ERR599070.bam	ERR599070.bam-var	ERR599071.bam	ERR599071.bam-var	ERR599072.bam	ERR599072.bam-var	ERR599073.bam	ERR599073.bam-var	ERR599074.bam	ERR599074.bam-var	ERR599075.bam	ERR599075.bam-var	ERR599076.bam	ERR599076.bam-var	ERR599077.bam	ERR599077.bam-var	ERR599078.bam	ERR599078.bam-var	ERR599079.bam	ERR599079.bam-var	ERR599080.bam	ERR599080.bam-var	ERR599081.bam	ERR599081.bam-var	ERR599082.bam	ERR599082.bam-var	ERR599083.bam	ERR599083.bam-var	ERR599084.bam	ERR599084.bam-var	ERR599085.bam	ERR599085.bam-var	ERR599086.bam	ERR599086.bam-var	ERR599087.bam	ERR599087.bam-var	ERR599088.bam	ERR599088.bam-var	ERR599089.bam	ERR599089.bam-var	ERR599090.bam	ERR599090.bam-var	ERR599091.bam	ERR599091.bam-var	ERR599092.bam	ERR599092.bam-var	ERR599093.bam	ERR599093.bam-var	ERR599094.bam	ERR599094.bam-var	ERR599095.bam	ERR599095.bam-var	ERR599096.bam	ERR599096.bam-var	ERR599097.bam	ERR599097.bam-var	ERR599098.bam	ERR599098.bam-var	ERR599099.bam	ERR599099.bam-var	ERR599100.bam	ERR599100.bam-var	ERR599101.bam	ERR599101.bam-var	ERR599102.bam	ERR599102.bam-var	ERR599103.bam	ERR599103.bam-var	ERR599104.bam	ERR599104.bam-var	ERR599105.bam	ERR599105.bam-var	ERR599106.bam	ERR599106.bam-var	ERR599107.bam	ERR599107.bam-var	ERR599108.bam	ERR599108.bam-var	ERR599109.bam	ERR599109.bam-var	ERR599110.bam	ERR599110.bam-var	ERR599111.bam	ERR599111.bam-var	ERR599112.bam	ERR599112.bam-var	ERR599113.bam	ERR599113.bam-var	ERR599114.bam	ERR599114.bam-var	ERR599115.bam	ERR599115.bam-var	ERR599116.bam	ERR599116.bam-var	ERR599117.bam	ERR599117.bam-var	ERR599118.bam	ERR599118.bam-var	ERR599119.bam	ERR599119.bam-var	ERR599120.bam	ERR599120.bam-var	ERR599121.bam	ERR599121.bam-var	ERR599122.bam	ERR599122.bam-var	ERR599123.bam	ERR599123.bam-var	ERR599124.bam	ERR599124.bam-var	ERR599125.bam	ERR599125.bam-var	ERR599126.bam	ERR599126.bam-var	ERR599127.bam	ERR599127.bam-var	ERR599128.bam	ERR599128.bam-var	ERR599129.bam	ERR599129.bam-var	ERR599130.bam	ERR599130.bam-var	ERR599131.bam	ERR599131.bam-var	ERR599132.bam	ERR599132.bam-var	ERR599133.bam	ERR599133.bam-var	ERR599134.bam	ERR599134.bam-var	ERR599135.bam	ERR599135.bam-var	ERR599136.bam	ERR599136.bam-var	ERR599137.bam	ERR599137.bam-var	ERR599138.bam	ERR599138.bam-var	ERR599139.bam	ERR599139.bam-var	ERR599140.bam	ERR599140.bam-var	ERR599141.bam	ERR599141.bam-var	ERR599142.bam	ERR599142.bam-var	ERR599143.bam	ERR599143.bam-var	ERR599144.bam	ERR599144.bam-var	ERR599145.bam	ERR599145.bam-var	ERR599146.bam	ERR599146.bam-var	ERR599147.bam	ERR599147.bam-var	ERR599148.bam	ERR599148.bam-var	ERR599149.bam	ERR599149.bam-var	ERR599150.bam	ERR599150.bam-var	ERR599151.bam	ERR599151.bam-var	ERR599152.bam	ERR599152.bam-var	ERR599153.bam	ERR599153.bam-var	ERR599154.bam	ERR599154.bam-var	ERR599155.bam	ERR599155.bam-var	ERR599156.bam	ERR599156.bam-var	ERR599157.bam	ERR599157.bam-var	ERR599158.bam	ERR599158.bam-var	ERR599159.bam	ERR599159.bam-var	ERR599160.bam	ERR599160.bam-var	ERR599161.bam	ERR599161.bam-var	ERR599162.bam	ERR599162.bam-var	ERR599163.bam	ERR599163.bam-var	ERR599164.bam	ERR599164.bam-var	ERR599165.bam	ERR599165.bam-var	ERR599166.bam	ERR599166.bam-var	ERR599167.bam	ERR599167.bam-var	ERR599168.bam	ERR599168.bam-var	ERR599169.bam	ERR599169.bam-var	ERR599170.bam	ERR599170.bam-var	ERR599171.bam	ERR599171.bam-var	ERR599172.bam	ERR599172.bam-var	ERR599173.bam	ERR599173.bam-var	ERR599174.bam	ERR599174.bam-var	ERR599175.bam	ERR599175.bam-var	ERR599176.bam	ERR599176.bam-var
ERS477931_N0000031	88172	18.3977	0.584672	0.796267	12.371	21.6571	0	0	0	0	0	0	0.00245393	0.00287579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785474	1.14432	0.0771853	0.0907212	0.145327	0.203455	0.32284	0.441371	0.496081	0.638084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00687328	0.0140497	0.0846038	0.131565	0	0	0	0	0	0	0	0	2.08785	2.74584	0	0	0.00458976	0.00585191	0.00071573	0.000715187	0	0	0.00227216	0.00237688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00229488	0.00292306	0	0	0.0045784	0.00558384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00220399	0.00267589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00456704	0.0127082	0.309752	0.404718	0.0339688	0.0429122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000795256	0.000794583	0	0	0	0	0.00687328	0.00993	0	0	0.000749813	0.000749215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00917952	0.0128086	0	0	0.00917952	0.0111383	0	0	0	0	0	0	0	0	0.186522	2.36768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0317193	0.0458876	0	0	0.000704369	0.000703842	0	0	0	0	0	0	0	0	0	0	0	0	0.0412056	0.0593765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00564632	0.00943979	0	0	0.0067824	0.00999093	0	0	0	0	0	0	0	0	0.000886142	0.000885307	0.0326282	0.156778	0	0	0	0	0	0	0	0	0.0153144	0.0174924	0	0	0	0	0	0	0	0	0	0	0	0	0.00228352	0.00280006	0.426371	0.754703	0	0	0.00229488	0.00313035	0.00229488	0.00308425	0	0	0	0	0	0	0.00114744	0.00114515	0	0	0	0	0	0	0	0	0	0	0	0	0.0286406	0.0765851	0	0	0	0	0	0	0	0	0	0	0.0045784	0.00621575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045784	0.00716728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114744	0.00114565	0.00456704	0.00554588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00916816	0.0128981	0.00229488	0.00258117	0	0	0	0	0	0	0	0	0	0	0.00908864	0.0154231	0	0	0	0	0.0251869	0.0328625	0	0	0	0	0	0	0	0	0.0362977	0.112647	0	0	0	0	0	0	0	0	0.110393	0.821542	0	0	0	0	0.0498739	0.0745714	0	0
ERS477931_N0000061	70654	559.478	2.94022	4.30381	26.4328	69.3735	10.535	19.5109	31.0749	76.0203	30.1997	74.4504	10.7712	18.8648	4.6871	40.8102	3.39737	5.8157	3.28692	4.32639	0.0254879	0.0306506	3.36275	4.49752	0.039402	0.0471465	0.0314592	0.14702	31.4795	46.7788	0.270552	0.349059	5.10693	7.14297	16.1471	22.9579	1.76254	2.21258	0.21681	0.323177	0.0234171	0.0445208	0.0028509	0.00383046	0.0200556	0.264876	0	0	0.00573017	0.00768546	0.0582236	1.36735	0.0156161	0.0521368	1.39464	1.94197	6.41076	9.64411	0.0708329	0.187244	0	0	0.159537	0.403349	63.2667	95.5577	0.0146517	0.0497033	0.316535	2.86363	0.0154459	0.0642387	0.0455151	0.619573	0.000340406	0.000340295	0.269715	17.3471	0.00713435	0.0084481	0.20291	0.699971	0	0	0.00114887	0.00114636	0.0199847	0.0395476	5.9664	8.916	0.106377	2.56877	0.0254737	0.0562902	0.0411182	0.10131	0	0	0.00419834	0.00630857	0.419338	0.652644	0.00934699	0.0112336	0.00557415	0.0190437	3.13483	4.85985	0.0415012	0.345097	0.0851299	0.236406	0.0270481	0.0694735	0.0200272	0.0290222	0	0	0.61866	0.930956	0.00573017	0.00833588	0.113653	0.549282	0	0	1.91654	2.83327	0	0	0.0139425	0.0464239	0.16999	1.33369	0.0526069	0.245179	0.0748326	2.19118	0.0823783	0.782792	41.702	75.3891	0	0	0.0801089	0.778788	1.18565	2.86077	0.0664218	0.193484	0.00286509	0.00540936	0.0100278	0.0169447	0	0	1.89124	3.03759	0.195195	4.5998	8.76025	11.6031	0	0	0.0455861	0.111219	1.00549	3.02779	0.0200272	0.0332909	0.00143254	0.00143014	0.00573017	0.0224851	0.0255305	0.0504402	0.0784353	0.287189	0.233504	2.20775	0.0271616	0.232078	0.0961506	0.599275	0	0	0.050451	0.484041	0.690457	1.3867	0.0243249	0.0591781	0.0730171	0.25904	0.0339981	0.0865706	0	0	0.149694	0.232612	0.0575145	0.133196	20.449	29.277	0.0209492	0.0266797	0.188344	1.25651	0.00143254	0.00143014	0.0286225	0.0516538	0.187493	1.10036	0.0270765	0.134896	0.00573017	0.00748459	0.135964	2.24611	0.00429763	0.0061511	0	0	0.00429763	0.0113394	0.0343243	0.083071	0	0	0.124348	1.25744	0.136092	0.82971	0.00425508	0.00520782	0.0415579	0.167863	0.188089	0.319188	43.0271	85.1792	0	0	0.0432883	0.128095	0.0297714	0.0503712	0	0	0.0180415	0.0399429	0.0750454	0.728003	55.42	109	0	0	3.85042	5.64038	0.143396	3.00314	0.209591	1.45351	0	0	0.368192	0.630048	0.195918	1.51114	0.180415	1.0463	0.131482	11.0435	0	0	0.017148	0.0623732	0.0253319	0.0600191	0.0376858	0.168561	0	0	0.357086	4.0061	0.0228498	0.0832996	0	0	0.471094	0.668448	0.0269205	0.0854565	0	0	0	0	0.0055316	0.00629535	8.41127	12.5903	0.460867	6.88972	0.580776	11.7295	0	0	0.178259	1.40139	1.81924	2.70217	0.426742	1.1301	0.0193181	0.035281	0.183678	4.35947	0.132574	0.970351	0.0109497	0.0229724	0.0199279	0.0543891	0	0	0	0	0.0297714	0.188984	0.0265375	0.0566538	0.0286509	0.0943093	0.0593583	2.31525	0.0286509	0.0889241	42.8046	63.9773	0.185323	0.279563	23.9087	37.7687	9.69597	17.3381	0.00714853	0.0113581	0.114674	1.54463	0.0399268	0.0826908	0	0	0.143495	1.91004	0.241149	0.700982	0.0418274	0.0945952	0.359384	0.563366	0.00849597	0.0465086	0.026424	0.0446177	0.161962	1.36563	0.552862	0.814165	0.133439	0.644407	0	0	0.102108	0.706971	0.0168217	0.0555665	0.0369057	0.108228	0.0415012	0.16943	0.0199279	0.0477726	0.0285941	0.0563129	0.107909	0.635219	0.00286509	0.00532425	0.430316	6.12427	0.0218002	0.102689	0.089768	0.128352	0.0598406	2.26709	0.022169	0.336327	0.181025	1.41532	0.00859526	0.0134204	0	0	0.17138	1.86198	0	0	0.00141836	0.00141436	0.354079	0.506063	0.110561	2.08472	0	0	0	0	0.109639	3.09362	0.0354732	0.379145	0.0142829	0.0163621	0.18528	4.74282	0.0590037	0.686846	0.426359	6.28478	0.190301	1.22696	5.75637	8.56001	0.11171	0.451266	1.51147	3.0001	0.0111625	0.0125109	0	0	0.140744	0.823686	0.0595285	0.157566	0	0	0.0356859	0.0850182	0	0	0.199733	2.99679	0.0199847	0.0464066	0	0	4.1223	5.60351	0	0	0.0269063	0.100204	0.0171338	0.13437	0.00428344	0.00426485	0.0128929	0.038183	0.0556848	0.0917366	0.0396573	0.212791	0.021474	0.0798883	0.118546	0.698035	0.186216	2.04344	0	0	0.0240979	0.0390999	0	0	0	0	0.0063968	0.0100475	0.0714144	0.54	1.65293	6.1265	0.347626	0.502156	0	0	0.867284	1.32758	0.597172	0.881702	0	0	0.0153466	0.154184
ERS477931_N0000089	61618	617.418	3.08946	4.94734	27.13	68.8651	11.8055	22.3183	33.1904	86.6048	32.4776	92.6337	11.6715	20.1788	10.698	171.446	3.61791	5.36832	3.29729	4.36485	0.0210028	0.0276819	3.63767	4.88505	0.0165615	0.020896	0.239474	4.72788	33.4247	55.4425	0.316604	0.418709	5.43725	7.91884	17.0495	25.0031	1.86669	2.74072	0.241817	0.317038	0.0854266	0.187547	0.00393701	0.01084	0	0	0.0044088	0.0121507	0	0	0.0827097	0.625702	0.029495	0.0491378	1.45105	1.99728	6.76812	9.9269	0.140317	0.453056	0	0	0.371722	0.947294	68.0407	138.016	0.00769506	0.00854849	0.367378	1.47209	0.0286653	0.0464414	0.0096473	0.0206599	0.00260298	0.00477097	0.281529	5.44091	0.00971237	0.0101904	0.225809	0.463432	0.00484805	0.00645795	0.0204822	0.0916566	0.0295764	0.057408	6.36474	11.1856	0.106999	0.44542	0.0503514	0.161771	0.0922268	0.235711	0.0091267	0.0133883	0.0376131	0.0633358	0.435316	0.586672	0.0179606	0.0233949	0.00164313	0.00163915	3.23069	4.49726	0.0311707	0.0859074	0.332059	2.12302	0.0443157	0.0684081	0.0135843	0.0197977	0.00326999	0.00413994	0.712403	1.02479	0.00870372	0.0139203	0.351907	2.13129	0.0114043	0.0828533	2.21901	3.43382	0	0	0.0524175	0.278318	0.460874	5.28584	0.0631385	0.129939	0.0572005	0.301778	0.479046	24.2399	43.8034	75.9051	0.000976118	0.000974241	0.06226	0.645969	1.18712	2.20604	0.189708	0.894099	0.00650745	0.00855204	0.0272011	0.0536247	0.00706058	0.0387286	2.10054	3.24052	0.381613	3.5297	9.69493	12.7736	0.00255417	0.0048853	0.130702	0.464637	1.03182	3.10257	0.0439578	0.105164	0	0	0.00328626	0.00555179	0.034457	0.07303	0.240971	1.01233	0.58297	5.49445	0.0279007	0.0688129	0.229567	2.47706	0.00161059	0.00160599	0.060438	0.154578	0.637633	1.07224	0.035791	0.060013	0.162361	0.698514	0.109065	0.393437	0	0	0.12657	0.173106	0.126505	0.276121	21.5725	32.2285	0.046691	0.082834	0.597417	5.99727	0.00164313	0.00164012	0.0694833	0.145465	0.543519	4.80636	0.0503189	0.425179	0.00325373	0.00444445	0.464583	21.6177	0.0279007	0.106287	0.00144791	0.00144419	0	0	0.141309	1.45247	0.0036279	0.0101771	0.659091	33.4033	0.411352	5.7343	0.0150322	0.0323914	0.0975304	0.241115	0.14728	0.273423	45.9798	106.784	0.00141537	0.00141182	0.132231	0.415585	0.0244355	0.0370773	0.00289582	0.00548393	0.0386705	0.0633475	0.0522223	0.284276	58.426	176.361	0	0	4.25049	6.7271	0.219138	2.04278	0.649297	7.51861	0	0	0.374797	0.588759	0.573794	6.27182	0.564652	4.95748	0.00164313	0.0016402	0	0	0.044088	0.081685	0.0121527	0.0187878	0.186032	3.44108	0.00325373	0.00324318	0.918055	12.1363	0.118761	0.812179	0.0013991	0.00139563	0.48775	0.717316	0.176092	3.40145	0	0	0.00945207	0.0215577	0.00657253	0.0250748	9.34693	12.8141	1.38767	28.2664	1.75535	43.5733	0	0	0.680305	12.4663	1.90631	2.71904	0.400387	0.814703	0.150517	2.02309	0.231828	2.77823	0.262901	1.01506	0.0196525	0.0732635	0.0682632	0.181995	0	0	0.00577536	0.0218222	0.0689953	0.508437	0.0671081	0.11303	0.0475857	0.196265	0	0	0.086663	0.838258	44.9845	67.3957	0.206075	0.390047	25.3419	40.4241	9.97301	17.4956	0.0191482	0.0684932	0.226085	1.33892	0.10656	0.538868	0.0030585	0.00304897	0.252587	1.45549	0.365816	0.920754	0.097563	0.271984	0.46037	0.810724	0	0	0.0799766	0.201718	0.328708	2.40929	0.724247	1.02662	0.365263	2.24393	0	0	0.154015	0.616737	0.0212956	0.0446215	0.110106	0.445763	0.0459914	0.0620833	0.119493	0.874759	0.0107048	0.0373006	0.207978	0.863524	0.00328626	0.00327681	1.00991	16.5955	0.117655	0.630153	0.111554	0.154476	0	0	0.00642611	0.0124688	0.249382	0.928736	0.0131288	0.0173986	0.00105746	0.00105548	0.342568	2.6884	0.00240776	0.00454495	0.00138283	0.00137945	0.465771	0.651999	0.178564	1.43728	0.00328626	0.00434439	0.00792282	0.0171435	0.188814	1.83691	0.030162	0.0933849	0.0147882	0.0180348	0.155561	0.99994	0.0653185	0.20099	1.39183	38.0139	0.691091	10.7581	5.68071	7.45374	0.317889	2.05931	2.23184	7.22091	0.0876066	0.237668	0	0	0.429329	3.21765	0.0726394	0.120492	0.00283074	0.00525682	0.0837021	0.194437	0	0	0.412816	2.553	0.12901	1.52242	0.00161059	0.00160676	4.56234	6.05037	0.00211492	0.00402671	0.0375155	0.0792913	0.0144953	0.0276524	0	0	0.0656765	0.154104	0.0793258	0.156847	0.282684	12.2758	0.0911206	0.373152	0.379205	2.26617	0.850459	46.668	0.00431119	0.00690445	0.035791	0.0647099	0.0114857	0.0382737	0.00250537	0.00486947	0.0256231	0.0797419	0.281106	6.54067	1.74149	3.34697	0.45531	0.771118	0.00104119	0.00103927	1.01493	1.48954	0.746697	1.10093	0	0	0	0
ERS477931_N0000094	59845	573.737	3.14482	5.51314	27.1986	78.1859	10.952	31.96	31.6407	122.195	30.8527	124.011	11.1827	29.2489	4.09289	22.6046	3.38787	5.83289	3.33556	4.56918	0.0575425	0.070375	3.33226	4.52596	0.0239719	0.0305119	0.0921015	0.42825	31.2755	48.954	0.274964	0.32428	5.4451	7.85052	16.5061	23.6294	1.62876	2.19969	0.1704	0.231783	0.038881	0.0538796	0.00326661	0.00379421	0	0	0	0	0.00338387	0.00487072	0.0216936	0.146733	0.0487813	0.0827564	1.38817	2.00398	6.11686	8.75656	0.191641	0.491109	0.00103861	0.00103652	0.184337	0.304962	63.7196	244.12	0.00169193	0.00168728	0.273959	1.06833	0.00670073	0.00778555	0.0149091	0.0472385	0.00338387	0.00517382	0.118151	0.793856	0	0	0.233839	0.4384	0.00338387	0.00494236	0.00169193	0.00168681	0.0483123	0.0740962	6.01813	11.8442	0.0672921	0.336712	0.0337884	0.0448349	0.104414	0.239683	0.00676774	0.00703404	0.0488316	0.103579	0.44982	0.675928	0.0311249	0.038974	0.00338387	0.00617955	2.99873	4.89169	0.0354636	0.0811792	0.149376	0.328519	0.0540581	0.106729	0.0151939	0.0212416	0	0	0.555758	0.828102	0.00676774	0.0145356	0.389865	1.78163	0	0	1.83149	2.8424	0	0	0.0219449	0.0327609	0.371773	1.98769	0.0751989	0.200786	0.0368038	0.077068	0.122724	0.932811	42.5554	88.244	0	0	0.0536058	0.169445	1.11612	1.67877	0.185644	0.511914	0.00338387	0.00671375	0.00336712	0.00335727	0.0050423	0.00619245	1.98236	3.2237	0.38819	1.8946	8.9237	15.2024	0	0	0.115403	0.327813	1.22811	3.48561	0.0388977	0.0592877	0	0	0	0	0.0656839	0.132293	0.293475	1.11367	0.702605	5.60555	0.037122	0.0505723	0.209783	0.725754	0	0	0.0769746	0.127669	0.596918	1.02378	0.0222967	0.0427654	0.195209	0.607584	0.0874948	0.142225	0	0	0.132708	0.215832	0.0822514	0.22282	19.1782	57.7825	0.029768	0.0501206	0.582779	3.95775	0	0	0.132607	0.362678	0.526158	3.80693	0.0115755	0.0176669	0	0	0.136862	0.533354	0.00676774	0.0109197	0	0	0	0	0.0462015	0.147553	0	0	0.212664	1.0044	0.284463	1.07761	0.0133847	0.017892	0.0686322	0.13715	0.15544	0.242543	43.1089	146.704	0.00338387	0.00430582	0.182327	0.569797	0.0202865	0.042465	0	0	0.0405059	0.0695828	0.0426836	0.111932	53.5327	326.754	0	0	3.60467	6.27334	0.180719	1.37376	0.814323	7.53072	0	0	0.362342	0.512148	0.560583	3.5569	0.522322	3.28734	0	0	0	0	0.0304381	0.0603001	0.0168021	0.0222658	0.0659352	0.245596	0.00169193	0.00168682	0.962225	9.64382	0.038881	0.0747181	0	0	0.422062	0.701498	0.0540414	0.135495	0.00336712	0.00455477	0	0	0	0	8.49708	13.1405	1.63965	27.3513	2.1547	48.4939	0	0	0.389044	6.21011	1.72954	2.38754	0.359126	0.536352	0.0692688	0.289082	0.120446	0.516958	0.331167	1.45001	0.00505905	0.00503782	0.0351621	0.0637666	0	0	0	0	0.0433705	0.36347	0.057174	0.106016	0.0304381	0.0831955	0.00346763	0.00505429	0.0486138	0.11055	42.6785	77.5511	0.195929	0.277492	23.7135	57.5231	9.56586	20.3525	0.00505905	0.00503705	0.154988	0.698923	0.104515	0.205612	0	0	0.207488	0.728486	0.302672	0.833385	0.151302	0.451876	0.414775	0.693747	0	0	0.0845632	0.229475	0.209616	0.969305	0.554083	0.808915	0.36003	1.54633	0	0	0.125639	0.311156	0.00845967	0.0110942	0.0996398	0.193087	0.0116258	0.0144651	0.0419131	0.0667836	0.00502555	0.00610445	0.190049	0.674957	0.00338387	0.00337554	1.09966	11.8604	0.0336544	0.0896134	0.0946813	0.122623	0.00943128	0.033425	0.00100511	0.00100331	0.172309	0.498629	0.0135355	0.0183805	0	0	0.467845	4.50836	0	0	0.00676774	0.0164489	0.418461	0.705698	0.247793	1.12432	0	0	0.00448949	0.00786092	0.115588	0.434399	0.0180417	0.0294979	0.00844292	0.0108128	0.162593	0.842068	0.06426	0.276412	1.45634	22.6209	0.625094	4.61449	5.77819	8.9062	0.432314	2.37661	2.07575	6.30273	0.0757852	0.145564	0	0	0.597454	3.92099	0.105603	0.27374	0	0	0.0854678	0.193432	0	0	0.348907	1.35543	0.0321467	0.0561647	0	0	4.12261	5.60894	0	0	0.0235028	0.0442625	0.0050758	0.0127062	0.00169193	0.00168665	0.0619315	0.0981857	0.0566547	0.0816753	0.0471731	0.143114	0.0169026	0.0477147	0.463875	2.61557	0.319575	3.06367	0	0	0.0235698	0.0389505	0	0	0	0	0.0149929	0.0274847	0.144451	0.806806	1.56341	2.53034	0.418142	0.607021	0	0	0.966999	1.48548	0.726191	1.09552	0	0	0.00169193	0.00168681
